排名,中文域名,Punycode,字数,词频,词性,英文释义,类别,综合推荐分,年费USD,注册周期年,购买验证链接,验证时间UTC,词典来源
119,实际.com,xn--qbtw87k.com,2,12010,n,reality; practice; practical; realistic; real; actual,通用品牌,96.4,11.25,1,https://vercel.com/domains/search?q=xn--qbtw87k.com,2026-07-23T18:17:37.656Z,Jieba + CC-CEDICT
120,坚持.com,xn--jfs04y.com,2,10215,v,to persevere with; to persist in; to insist on,通用品牌,96.3,11.25,1,https://vercel.com/domains/search?q=xn--jfs04y.com,2026-07-23T18:17:37.656Z,Jieba + CC-CEDICT
121,丰富多彩.com,xn--iiqx9xe6b07e.com,4,355,i,richly colorful,成语意象,96.3,11.25,1,https://vercel.com/domains/search?q=xn--iiqx9xe6b07e.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
122,目光.com,xn--54qq13g.com,2,3368,n,gaze; (fig.) attention; expression in one's eyes; look; (lit. and fig.) sight; vision,生活审美,96.3,11.25,1,https://vercel.com/domains/search?q=xn--54qq13g.com,2026-07-23T18:21:29.173Z,Jieba + CC-CEDICT
123,关心.com,xn--d6qu26a.com,2,3261,n,to be concerned about; to care about,品质价值,96.2,11.25,1,https://vercel.com/domains/search?q=xn--d6qu26a.com,2026-07-23T18:21:29.173Z,Jieba + CC-CEDICT
124,特殊.com,xn--6mwv1m.com,2,7015,a,special; particular; unusual; extraordinary,通用品牌,96.2,11.25,1,https://vercel.com/domains/search?q=xn--6mwv1m.com,2026-07-23T18:17:37.656Z,Jieba + CC-CEDICT
125,享有.com,xn--0lqx70d.com,2,2766,v,"to enjoy (rights, privileges etc)",通用品牌,96.2,11.25,1,https://vercel.com/domains/search?q=xn--0lqx70d.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
126,卓有成效.com,xn--2krw65awmcj6b.com,4,243,i,highly effective; fruitful,商业价值,96.2,11.25,1,https://vercel.com/domains/search?q=xn--2krw65awmcj6b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
127,促进.com,xn--0tq957m.com,2,6674,v,to promote (an idea or cause); to advance; boost,通用品牌,96.1,11.25,1,https://vercel.com/domains/search?q=xn--0tq957m.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
128,决心.com,xn--67qs65a.com,2,2405,v,determination; resolution; determined; firm and resolute; to make up one's mind; CL:個|个[ge4],品质价值,96.1,11.25,1,https://vercel.com/domains/search?q=xn--67qs65a.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
129,培养.com,xn--l6q01n.com,2,5850,v,to cultivate; to breed; to foster; to nurture; to educate; to groom (for a position); education; fostering; culture (biology),通用品牌,96.1,11.25,1,https://vercel.com/domains/search?q=xn--l6q01n.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
130,愿意.com,xn--jgu0d.com,2,5538,v,to wish; to want; ready; willing (to do sth),通用品牌,96.0,11.25,1,https://vercel.com/domains/search?q=xn--jgu0d.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
131,聪明才智.com,xn--mpu96fkjh99f.com,4,196,i,intelligence and ability,成语意象,96.0,11.25,1,https://vercel.com/domains/search?q=xn--mpu96fkjh99f.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
132,掌握.com,xn--qyu6g.com,2,5342,v,"to grasp (often fig.); to control; to seize (initiative, opportunity, destiny); to master; to know well; to understand sth well and know how to use it; fluency",通用品牌,96.0,11.25,1,https://vercel.com/domains/search?q=xn--qyu6g.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
133,经历.com,xn--jmr302h.com,2,5266,n,"to experience; to go through; experience (CL:段[duan4],次[ci4])",通用品牌,95.9,11.25,1,https://vercel.com/domains/search?q=xn--jmr302h.com,2026-07-23T18:17:37.656Z,Jieba + CC-CEDICT
134,内心.com,xn--v6q006a.com,2,2081,n,heart; innermost being; (math.) incenter,品质价值,95.9,11.25,1,https://vercel.com/domains/search?q=xn--v6q006a.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
135,现实.com,xn--qbtz37c.com,2,5080,n,reality; actuality; real; actual; realistic; pragmatic; materialistic; self-interested,通用品牌,95.9,11.25,1,https://vercel.com/domains/search?q=xn--qbtz37c.com,2026-07-23T18:17:37.656Z,Jieba + CC-CEDICT
136,习惯.com,xn--vjq556b.com,2,4593,n,habit; custom; usual practice; to be used to; CL:個|个[ge4],通用品牌,95.9,11.25,1,https://vercel.com/domains/search?q=xn--vjq556b.com,2026-07-23T18:17:37.656Z,Jieba + CC-CEDICT
137,实事求是.com,xn--3kqp23a59hyjg.com,4,1011,n,lit. to seek truth from facts (idiom); fig. to be practical and realistic,成语意象,95.8,11.25,1,https://vercel.com/domains/search?q=xn--3kqp23a59hyjg.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
138,打开.com,xn--h0tw7e.com,2,4137,v,to open; to show (a ticket); to turn on; to switch on,通用品牌,95.8,11.25,1,https://vercel.com/domains/search?q=xn--h0tw7e.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
139,源远流长.com,xn--qzwv1aw44e7ye.com,4,145,i,(idiom) of long standing; with a long history; stretching back to ancient times,成语意象,95.8,11.25,1,https://vercel.com/domains/search?q=xn--qzwv1aw44e7ye.com,2026-07-23T18:36:19.164Z,Jieba + CC-CEDICT
140,心思.com,xn--15tth.com,2,1612,n,mind; thoughts; inclination; mood,品质价值,95.7,11.25,1,https://vercel.com/domains/search?q=xn--15tth.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
141,海水.com,xn--1rwv0a.com,2,1590,n,seawater,生活审美,95.7,11.25,1,https://vercel.com/domains/search?q=xn--1rwv0a.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
142,团结.com,xn--3bs824g.com,2,3941,a,to unite; unity; solidarity; united,通用品牌,95.7,11.25,1,https://vercel.com/domains/search?q=xn--3bs824g.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
143,作风.com,xn--2qq930p.com,2,1524,n,style; style of work; way,生活审美,95.6,11.25,1,https://vercel.com/domains/search?q=xn--2qq930p.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
144,海域.com,xn--cjs751c.com,2,1521,n,sea area; territorial waters; maritime space,生活审美,95.6,11.25,1,https://vercel.com/domains/search?q=xn--cjs751c.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
145,白天.com,xn--rss759d.com,2,1456,t,daytime; during the day; day; CL:個|个[ge4],生活审美,95.6,11.25,1,https://vercel.com/domains/search?q=xn--rss759d.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
146,平时.com,xn--gwt20o.com,2,3547,t,ordinarily; in normal times; in peacetime,通用品牌,95.6,11.25,1,https://vercel.com/domains/search?q=xn--gwt20o.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
147,重建.com,xn--b0t544i.com,2,3491,a,to rebuild; to reconstruct; to reestablish,通用品牌,95.5,11.25,1,https://vercel.com/domains/search?q=xn--b0t544i.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
148,著作.com,xn--2qq940k.com,2,3447,n,to write; literary work; book; article; writings; CL:部[bu4],通用品牌,95.5,11.25,1,https://vercel.com/domains/search?q=xn--2qq940k.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
149,心态.com,xn--15t6e.com,2,1363,n,attitude (of the heart); state of one's psyche; way of thinking; mentality,品质价值,95.5,11.25,1,https://vercel.com/domains/search?q=xn--15t6e.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
150,盛产.com,xn--wlqy39g.com,2,1323,n,to produce in abundance; to be rich in,通用品牌,95.4,11.25,1,https://vercel.com/domains/search?q=xn--wlqy39g.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
151,光明正大.com,xn--54qr5qdtl9kf.com,4,115,i,(of a person) honorable; not devious; (of a behavior) fair and aboveboard; without tricks; openly; (of a situation) out in the open,生活审美,95.4,11.25,1,https://vercel.com/domains/search?q=xn--54qr5qdtl9kf.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
152,欢天喜地.com,xn--s1rq0bi6b247a.com,4,112,i,delighted; with great joy; in high spirits,生活审美,95.4,11.25,1,https://vercel.com/domains/search?q=xn--s1rq0bi6b247a.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
153,分明.com,xn--kbr310c.com,2,1254,v,clear; distinct; evidently; clearly,通用品牌,95.4,11.25,1,https://vercel.com/domains/search?q=xn--kbr310c.com,2026-07-23T18:28:33.160Z,Jieba + CC-CEDICT
154,过渡.com,xn--45wt13e.com,2,3036,v,to cross over (by ferry); transition; interim; caretaker (administration),通用品牌,95.3,11.25,1,https://vercel.com/domains/search?q=xn--45wt13e.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
155,人杰地灵.com,xn--gmq19rt5n6pi.com,4,272,i,"illustrious hero, spirit of the place (idiom); a place derives reflected glory from an illustrious son",成语意象,95.3,11.25,1,https://vercel.com/domains/search?q=xn--gmq19rt5n6pi.com,2026-07-23T18:28:33.157Z,Jieba + CC-CEDICT
156,新增.com,xn--sosz71a.com,2,1177,v,to add (sth new); newly added; additional,通用品牌,95.3,11.25,1,https://vercel.com/domains/search?q=xn--sosz71a.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
157,主意.com,xn--tiqw27b.com,2,2900,n,plan; idea; decision; CL:個|个[ge4]; Beijing pr. [zhu2 yi5],通用品牌,95.2,11.25,1,https://vercel.com/domains/search?q=xn--tiqw27b.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
158,远见卓识.com,xn--2krp08jmjbq3g.com,4,94,i,visionary and sagacious (idiom),成语意象,95.2,11.25,1,https://vercel.com/domains/search?q=xn--2krp08jmjbq3g.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
159,喜闻乐见.com,xn--fjqs1piq1cxhk.com,4,93,i,to love to hear and see (idiom); well received; to one's liking,内容文化,95.2,11.25,1,https://vercel.com/domains/search?q=xn--fjqs1piq1cxhk.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
160,显著.com,xn--gjvx38d.com,2,2721,a,outstanding; notable; remarkable; statistically significant,通用品牌,95.1,11.25,1,https://vercel.com/domains/search?q=xn--gjvx38d.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
161,正好.com,xn--5us792b.com,2,2661,a,just (in time); just right; just enough; to happen to; to chance to; by chance; it just so happens that,通用品牌,95.1,11.25,1,https://vercel.com/domains/search?q=xn--5us792b.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
162,成书.com,xn--1jq329b.com,2,411,n,to finish (writing a book); to appear in book form; a book already in circulation,内容文化,95.1,11.25,1,https://vercel.com/domains/search?q=xn--1jq329b.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
163,气氛.com,xn--4qwoa.com,2,2619,n,atmosphere; mood,通用品牌,95.1,11.25,1,https://vercel.com/domains/search?q=xn--4qwoa.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
164,修建.com,xn--8uqs08a.com,2,2616,v,to build; to construct,通用品牌,95.0,11.25,1,https://vercel.com/domains/search?q=xn--8uqs08a.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
165,延伸.com,xn--1pqq79a.com,2,2586,v,to extend; to stretch; to expand; to spread,通用品牌,95.0,11.25,1,https://vercel.com/domains/search?q=xn--1pqq79a.com,2026-07-23T18:24:48.084Z,Jieba + CC-CEDICT
166,有力.com,xn--tfr588b.com,2,2579,n,powerful; forceful; vigorous,通用品牌,95.0,11.25,1,https://vercel.com/domains/search?q=xn--tfr588b.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
167,心目.com,xn--15tr92c.com,2,998,n,mind,品质价值,94.9,11.25,1,https://vercel.com/domains/search?q=xn--15tr92c.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
168,合适.com,xn--8prs90l.com,2,2426,a,suitable; fitting; appropriate,通用品牌,94.9,11.25,1,https://vercel.com/domains/search?q=xn--8prs90l.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
169,心旷神怡.com,xn--15t1h33nxpx.com,4,218,i,"lit. heart untroubled, spirit pleased (idiom); carefree and relaxed",品质价值,94.9,11.25,1,https://vercel.com/domains/search?q=xn--15t1h33nxpx.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
170,尊重.com,xn--tet046j.com,2,2383,a,to esteem; to respect; to honor; to value; eminent; serious; proper,通用品牌,94.8,11.25,1,https://vercel.com/domains/search?q=xn--tet046j.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
171,始建.com,xn--exso4j.com,2,2355,v,to start building,通用品牌,94.8,11.25,1,https://vercel.com/domains/search?q=xn--exso4j.com,2026-07-23T18:24:48.084Z,Jieba + CC-CEDICT
172,适宜.com,xn--obt523j.com,2,2206,a,suitable; appropriate,通用品牌,94.8,11.25,1,https://vercel.com/domains/search?q=xn--obt523j.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
173,提前.com,xn--ldrt04b.com,2,2191,v,to shift to an earlier date; to do sth ahead of time; in advance,通用品牌,94.8,11.25,1,https://vercel.com/domains/search?q=xn--ldrt04b.com,2026-07-23T18:28:33.157Z,Jieba + CC-CEDICT
174,赋予.com,xn--0kqy34m.com,2,2186,v,to assign; to entrust (a task); to give; to bestow,通用品牌,94.7,11.25,1,https://vercel.com/domains/search?q=xn--0kqy34m.com,2026-07-23T18:28:33.157Z,Jieba + CC-CEDICT
175,正当.com,xn--u2t81y.com,2,2182,a,timely; just (when needed),通用品牌,94.7,11.25,1,https://vercel.com/domains/search?q=xn--u2t81y.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
176,照顾.com,xn--2uxw74f.com,2,2157,v,to take care of; to show consideration; to attend to; to look after,通用品牌,94.7,11.25,1,https://vercel.com/domains/search?q=xn--2uxw74f.com,2026-07-23T18:28:33.157Z,Jieba + CC-CEDICT
177,兴建.com,xn--e6qp34a.com,2,2148,v,to build; to construct,通用品牌,94.6,11.25,1,https://vercel.com/domains/search?q=xn--e6qp34a.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
178,得知.com,xn--s4ty45c.com,2,2137,v,to find out; to learn of,通用品牌,94.6,11.25,1,https://vercel.com/domains/search?q=xn--s4ty45c.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
179,发起.com,xn--ooro55k.com,2,2134,v,"to originate; to initiate; to launch (an attack, an initiative etc); to start; to propose sth (for the first time)",通用品牌,94.6,11.25,1,https://vercel.com/domains/search?q=xn--ooro55k.com,2026-07-23T18:28:33.157Z,Jieba + CC-CEDICT
180,开辟.com,xn--h0t559h.com,2,2131,v,to open up; to create; to establish,通用品牌,94.5,11.25,1,https://vercel.com/domains/search?q=xn--h0t559h.com,2026-07-23T18:28:33.157Z,Jieba + CC-CEDICT
181,当初.com,xn--7brw53a.com,2,2093,t,at that time; originally,通用品牌,94.5,11.25,1,https://vercel.com/domains/search?q=xn--7brw53a.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
182,又名.com,xn--for2f.com,2,2093,n,also known as; alternative name; to also be called,通用品牌,94.5,11.25,1,https://vercel.com/domains/search?q=xn--for2f.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
183,尽善尽美.com,xn--30r59mba8727a.com,4,68,i,perfect (idiom); perfection; the best of all possible worlds; as good as it gets,生活审美,94.5,11.25,1,https://vercel.com/domains/search?q=xn--30r59mba8727a.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
184,河道.com,xn--ovwy37e.com,2,2042,n,river course; river channel,生活审美,94.4,11.25,1,https://vercel.com/domains/search?q=xn--ovwy37e.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
185,声响.com,xn--vvr19g.com,2,2029,n,sound; noise,内容文化,94.4,11.25,1,https://vercel.com/domains/search?q=xn--vvr19g.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
186,沿革.com,xn--0vw232g.com,2,2023,n,evolution of sth over time; course of development; history,通用品牌,94.4,11.25,1,https://vercel.com/domains/search?q=xn--0vw232g.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
187,所长.com,xn--8ous45i.com,2,2015,n,what one is good at; one's strong point,通用品牌,94.3,11.25,1,https://vercel.com/domains/search?q=xn--8ous45i.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
188,评为.com,xn--siq231m.com,2,2005,v,to elect as; to choose as; to consider as,通用品牌,94.3,11.25,1,https://vercel.com/domains/search?q=xn--siq231m.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
189,人选.com,xn--gmq150n.com,2,1981,n,choice of person; candidate,通用品牌,94.3,11.25,1,https://vercel.com/domains/search?q=xn--gmq150n.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
190,剑法.com,xn--pdr595d.com,2,1951,n,fencing; sword-play,通用品牌,94.2,11.25,1,https://vercel.com/domains/search?q=xn--pdr595d.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
191,兴起.com,xn--e6qy67l.com,2,1950,v,to rise; to spring up; to burgeon; to be aroused; to come into vogue,通用品牌,94.2,11.25,1,https://vercel.com/domains/search?q=xn--e6qy67l.com,2026-07-23T18:24:48.084Z,Jieba + CC-CEDICT
192,原本.com,xn--8mrw86b.com,2,1923,n,originally; the original; original copy; original version,通用品牌,94.2,11.25,1,https://vercel.com/domains/search?q=xn--8mrw86b.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
193,推行.com,xn--jzup92f.com,2,1921,v,"to implement; to carry out; to introduce (a policy, system, reform etc); to promote; to advance (the practice of an art form, the use of a language etc); to push along (a bicycle etc while walking)",通用品牌,94.2,11.25,1,https://vercel.com/domains/search?q=xn--jzup92f.com,2026-07-23T18:24:48.084Z,Jieba + CC-CEDICT
194,风气.com,xn--4qw176g.com,2,756,n,general mood; atmosphere; common practice,生活审美,94.1,11.25,1,https://vercel.com/domains/search?q=xn--4qw176g.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
195,抬头.com,xn--2ss33t.com,2,1892,v,"to raise one's head; to look up; (fig.) to begin to emerge; to show signs of growth; (commerce) account name, or space for writing the name on checks, bills etc",通用品牌,94.1,11.25,1,https://vercel.com/domains/search?q=xn--2ss33t.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
196,改建.com,xn--b0tx2l.com,2,1860,v,to rebuild; to transform (a building); to refurbish,通用品牌,94.1,11.25,1,https://vercel.com/domains/search?q=xn--b0tx2l.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
197,水系.com,xn--1rww17a.com,2,1860,n,drainage system,通用品牌,94.0,11.25,1,https://vercel.com/domains/search?q=xn--1rww17a.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
198,扩建.com,xn--b0t69e.com,2,1845,v,"to extend (a building, an airport runway etc)",通用品牌,94.0,11.25,1,https://vercel.com/domains/search?q=xn--b0t69e.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
199,群体.com,xn--tqqu19i.com,2,1812,n,community; colony,通用品牌,94.0,11.25,1,https://vercel.com/domains/search?q=xn--tqqu19i.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
200,顺利.com,xn--kcr272o.com,2,2948,ad,smoothly; without a hitch,通用品牌,93.9,11.25,1,https://vercel.com/domains/search?q=xn--kcr272o.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
201,五花八门.com,xn--dlq02egz0ehcq.com,4,152,i,myriad; all kinds of; all sorts of,生活审美,93.9,11.25,1,https://vercel.com/domains/search?q=xn--dlq02egz0ehcq.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
202,胸有成竹.com,xn--vnup4isrumuf.com,4,152,i,(idiom) to have a well-thought-out plan in mind,成语意象,93.9,11.25,1,https://vercel.com/domains/search?q=xn--vnup4isrumuf.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
203,风调雨顺.com,xn--pf3ao8sq8asj.com,4,54,i,(idiom) to have good weather for crops,生活审美,93.9,11.25,1,https://vercel.com/domains/search?q=xn--pf3ao8sq8asj.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
204,品学兼优.com,xn--4oq01dz3doxj.com,4,54,i,excelling both in morals and studies (idiom); top marks for studies and for behavior (at school); a paragon of virtue and learning,成语意象,93.8,11.25,1,https://vercel.com/domains/search?q=xn--4oq01dz3doxj.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
205,名义.com,xn--7iq63l.com,2,1671,n,name; titular; nominal; in name; ostensible purpose,通用品牌,93.8,11.25,1,https://vercel.com/domains/search?q=xn--7iq63l.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
206,招呼.com,xn--ktr574a.com,2,1653,v,to call out to; to greet; to say hello to; to inform; to take care of; to take care that one does not,通用品牌,93.8,11.25,1,https://vercel.com/domains/search?q=xn--ktr574a.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
207,透明度.com,xn--wxtt8nx71b.com,3,263,n,transparency; (policy of) openness,科技产品,93.7,11.25,1,https://vercel.com/domains/search?q=xn--wxtt8nx71b.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
208,披露.com,xn--bsu428i.com,2,1613,v,to reveal; to publish; to make public; to announce,通用品牌,93.7,11.25,1,https://vercel.com/domains/search?q=xn--bsu428i.com,2026-07-23T18:28:33.160Z,Jieba + CC-CEDICT
209,溶液.com,xn--y2wpv.com,2,1556,n,solution (chemistry),通用品牌,93.7,11.25,1,https://vercel.com/domains/search?q=xn--y2wpv.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
210,心疼.com,xn--15t020c.com,2,602,a,to love dearly; to feel sorry for sb; to regret; to grudge; to be distressed,品质价值,93.6,11.25,1,https://vercel.com/domains/search?q=xn--15t020c.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
